Timestamp,MCSS.MB8240
6/27/2020 10:45,"-14,943.22"
6/27/2020 11:00,"-14,797.28"
6/27/2020 11:15,"-14,978.49"
6/27/2020 11:30,"-15,148.51"
6/27/2020 11:45,"-15,049.57"
6/27/2020 12:00,"-15,454.69"
6/27/2020 12:15,"-15,525.25"
6/27/2020 12:30,"-15,629.30"
6/27/2020 12:45,"-15,720.78"
6/27/2020 13:00,"-15,861.75"
6/27/2020 13:15,"-15,104.79"
6/27/2020 13:30,"-15,523.19"
6/27/2020 13:45,"-15,804.25"
6/27/2020 14:00,"-16,311.80"
6/27/2020 14:15,"-16,333.07"
6/27/2020 14:30,"-16,247.70"
6/27/2020 14:45,"-16,080.79"
6/27/2020 15:00,"-16,011.05"
6/27/2020 15:15,"-16,424.15"
6/27/2020 15:30,"-16,413.64"
6/27/2020 15:45,"-16,571.90"
6/27/2020 16:00,"-16,195.88"
6/27/2020 16:15,"-15,901.52"
6/27/2020 16:30,"-15,647.57"
6/27/2020 16:45,"-15,925.34"
6/27/2020 17:00,"-15,707.59"
6/27/2020 17:15,"-15,543.79"
6/27/2020 17:30,"-14,881.17"
6/27/2020 17:45,"-14,307.99"
6/27/2020 18:00,"-14,786.62"
6/27/2020 18:15,"-14,615.36"
6/27/2020 18:30,"-14,282.64"
6/27/2020 18:45,"-14,491.22"
6/27/2020 19:00,"-14,782.15"
6/27/2020 19:15,"-14,744.95"
6/27/2020 19:30,"-14,873.63"
6/27/2020 19:45,"-15,101.31"
6/27/2020 20:00,"-15,022.26"
6/27/2020 20:15,"-14,963.31"
6/27/2020 20:30,"-14,713.74"
6/27/2020 20:45,"-14,443.58"
6/27/2020 21:00,"-14,514.47"
6/27/2020 21:15,"-14,817.41"
6/27/2020 21:30,"-14,461.29"
6/27/2020 21:45,"-14,108.27"
6/27/2020 22:00,"-14,553.96"
6/27/2020 22:15,"-13,995.14"
6/27/2020 22:30,"-14,151.62"
6/27/2020 22:45,"-14,122.38"
6/27/2020 23:00,"-14,162.27"
6/27/2020 23:15,"-13,882.80"
6/27/2020 23:30,"-13,732.90"
6/27/2020 23:45,"-13,629.09"
6/28/2020 0:00,"-13,559.21"
6/28/2020 0:15,"-13,439.22"
6/28/2020 0:30,"-13,511.62"
6/28/2020 0:45,"-13,390.63"
6/28/2020 1:00,"-13,326.89"
6/28/2020 1:15,"-13,311.76"
6/28/2020 1:30,"-13,244.76"
6/28/2020 1:45,"-13,263.98"
6/28/2020 2:00,"-13,234.82"
6/28/2020 2:15,"-13,276.75"
6/28/2020 2:30,"-13,269.84"
6/28/2020 2:45,"-13,199.87"
6/28/2020 3:00,"-13,354.76"
6/28/2020 3:15,"-13,523.32"
6/28/2020 3:30,"-13,532.23"
6/28/2020 3:45,"-13,465.81"
6/28/2020 4:00,"-13,476.15"
6/28/2020 4:15,"-13,549.72"
6/28/2020 4:30,"-13,530.10"
6/28/2020 4:45,"-13,533.39"
6/28/2020 5:00,"-13,867.09"
6/28/2020 5:15,"-14,099.80"
6/28/2020 5:30,"-14,813.18"
6/28/2020 5:45,"-15,002.21"
6/28/2020 6:00,"-14,630.40"
6/28/2020 6:15,"-14,245.37"
6/28/2020 6:30,"-14,183.84"
6/28/2020 6:45,"-14,152.51"
6/28/2020 7:00,"-13,961.88"
6/28/2020 7:15,"-14,175.18"
6/28/2020 7:30,"-14,491.82"
6/28/2020 7:45,"-14,806.33"
6/28/2020 8:00,"-14,779.43"
6/28/2020 8:15,"-14,903.81"
6/28/2020 8:30,"-15,224.55"
6/28/2020 8:45,"-15,420.73"
6/28/2020 9:00,"-15,501.67"
6/28/2020 9:15,"-15,395.54"
6/28/2020 9:30,"-15,882.51"
6/28/2020 9:45,"-15,595.26"
6/28/2020 10:00,"-16,176.16"
6/28/2020 10:15,"-16,738.16"
6/28/2020 10:30,"-16,528.32"
6/28/2020 10:45,"-16,925.51"
6/28/2020 11:00,"-16,733.52"
6/28/2020 11:15,"-16,757.60"
6/28/2020 11:30,"-16,809.14"
6/28/2020 11:45,"-16,868.25"
6/28/2020 12:00,"-16,987.75"
6/28/2020 12:15,"-17,798.57"
6/28/2020 12:30,"-17,534.89"
6/28/2020 12:45,"-16,739.95"
6/28/2020 13:00,"-17,686.22"
6/28/2020 13:15,"-17,672.05"
6/28/2020 13:30,"-17,430.71"
6/28/2020 13:45,"-17,250.13"
6/28/2020 14:00,"-17,674.45"
6/28/2020 14:15,"-17,600.94"
6/28/2020 14:30,"-17,028.10"
6/28/2020 14:45,"-17,222.63"
6/28/2020 15:00,"-17,624.12"
6/28/2020 15:15,"-17,410.30"
6/28/2020 15:30,"-16,831.25"
6/28/2020 15:45,"-17,599.79"
6/28/2020 16:00,"-17,734.09"
6/28/2020 16:15,"-17,523.50"
6/28/2020 16:30,"-17,832.06"
6/28/2020 16:45,"-17,915.26"
6/28/2020 17:00,"-17,494.21"
6/28/2020 17:15,"-17,278.72"
6/28/2020 17:30,"-17,195.38"
6/28/2020 17:45,"-16,804.23"
6/28/2020 18:00,"-15,893.72"
6/28/2020 18:15,"-15,379.51"
6/28/2020 18:30,"-15,392.19"
6/28/2020 18:45,"-15,700.24"
6/28/2020 19:00,"-15,666.79"
6/28/2020 19:15,"-15,984.64"
6/28/2020 19:30,"-15,611.64"
6/28/2020 19:45,"-15,221.51"
6/28/2020 20:00,"-15,091.88"
6/28/2020 20:15,"-15,102.40"
6/28/2020 20:30,"-15,590.50"
6/28/2020 20:45,"-15,476.81"
6/28/2020 21:00,"-15,309.49"
6/28/2020 21:15,"-15,422.93"
6/28/2020 21:30,"-15,617.41"
6/28/2020 21:45,"-15,168.23"
6/28/2020 22:00,"-15,385.53"
6/28/2020 22:15,"-15,030.71"
6/28/2020 22:30,"-14,255.56"
6/28/2020 22:45,"-14,311.96"
6/28/2020 23:00,"-14,963.04"
6/28/2020 23:15,"-15,727.62"
6/28/2020 23:30,"-15,272.70"
6/28/2020 23:45,"-14,978.30"
6/29/2020 0:00,"-14,330.48"
6/29/2020 0:15,"-14,336.08"
6/29/2020 0:30,"-14,321.42"
6/29/2020 0:45,"-15,979.43"
6/29/2020 1:00,"-15,551.52"
6/29/2020 1:15,"-14,961.11"
6/29/2020 1:30,"-14,535.49"
6/29/2020 1:45,"-13,669.31"
6/29/2020 2:00,"-14,035.88"
6/29/2020 2:15,"-13,888.70"
6/29/2020 2:30,"-15,353.65"
